,icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid,times,labels
13697,,,,220717_062627_018_j01,,,80.73,-21.04,777,yellow,220717_062627_018_j01,2022-07-17 06:26:00,20220717
13698,,,,220717_062627_019_j01,,,81.09,-22.79,310,yellow,220717_062627_019_j01,2022-07-17 06:26:00,20220717
13699,,,,220717_062627_020_j01,,,81.45,-24.75,478,green,220717_062627_020_j01,2022-07-17 06:26:00,20220717
13700,,,,220717_062627_021_j01,,,81.82,-26.97,514,yellow,220717_062627_021_j01,2022-07-17 06:26:00,20220717
13701,,,,220717_062628_022_j01,,,82.19,-29.5,355,green,220717_062628_022_j01,2022-07-17 06:26:00,20220717
13702,,,,220717_062628_023_j01,,,82.56,-32.46,340,green,220717_062628_023_j01,2022-07-17 06:26:00,20220717
13703,,,,220717_062628_024_j01,,,82.94,-35.95,158,green,220717_062628_024_j01,2022-07-17 06:26:00,20220717
13704,,,,220717_062628_025_j01,,,83.31,-40.15,44,green,220717_062628_025_j01,2022-07-17 06:26:00,20220717
13705,,,,220717_062628_026_j01,,,83.68,-45.32,0,green,220717_062628_026_j01,2022-07-17 06:26:00,20220717
13706,,,,220717_062629_027_j01,,,84.03,-51.78,0,green,220717_062629_027_j01,2022-07-17 06:26:00,20220717
13707,,,,220717_062629_028_j01,,,84.32,-59.95,0,green,220717_062629_028_j01,2022-07-17 06:26:00,20220717
13708,,,,220717_062629_029_j01,,,84.5,-70.3,0,green,220717_062629_029_j01,2022-07-17 06:26:00,20220717
13709,,,,220717_062629_030_j01,,,84.48,-83.17,0,green,220717_062629_030_j01,2022-07-17 06:26:00,20220717
13710,,,,220717_062631_031_j01,,,71.15,-2.92,0,yellow,220717_062631_031_j01,2022-07-17 06:26:00,20220717
13711,,,,220717_062632_032_j01,,,72.31,-4.17,0,yellow,220717_062632_032_j01,2022-07-17 06:26:00,20220717
13712,,,,220717_062632_033_j01,,,73.26,-5.34,0,yellow,220717_062632_033_j01,2022-07-17 06:26:00,20220717
13713,,,,220717_062632_034_j01,,,74.07,-6.46,0,yellow,220717_062632_034_j01,2022-07-17 06:26:00,20220717
13714,,,,220717_062632_035_j01,,,74.78,-7.55,0,yellow,220717_062632_035_j01,2022-07-17 06:26:00,20220717
13715,,,,220717_062632_036_j01,,,75.42,-8.62,0,yellow,220717_062632_036_j01,2022-07-17 06:26:00,20220717
13716,,,,220717_062633_037_j01,,,75.99,-9.67,0,yellow,220717_062633_037_j01,2022-07-17 06:26:00,20220717
13717,,,,220717_062633_038_j01,,,76.51,-10.73,0,yellow,220717_062633_038_j01,2022-07-17 06:26:00,20220717
13718,,,,220717_062633_039_j01,,,76.99,-11.79,0,yellow,220717_062633_039_j01,2022-07-17 06:26:00,20220717
13719,,,,220717_062633_040_j01,,,77.44,-12.87,0,yellow,220717_062633_040_j01,2022-07-17 06:26:00,20220717
13720,,,,220717_062633_041_j01,,,77.86,-13.98,0,yellow,220717_062633_041_j01,2022-07-17 06:26:00,20220717
13721,,,,220717_062634_042_j01,,,78.26,-15.12,0,yellow,220717_062634_042_j01,2022-07-17 06:26:00,20220717
13722,,,,220717_062634_043_j01,,,78.65,-16.3,0,yellow,220717_062634_043_j01,2022-07-17 06:26:00,20220717
13723,,,,220717_062634_044_j01,,,79.03,-17.54,20,yellow,220717_062634_044_j01,2022-07-17 06:26:00,20220717
13724,,,,220717_062634_045_j01,,,79.39,-18.86,23,yellow,220717_062634_045_j01,2022-07-17 06:26:00,20220717
13725,,,,220717_062634_046_j01,,,79.75,-20.25,340,yellow,220717_062634_046_j01,2022-07-17 06:26:00,20220717
13726,,,,220717_062635_047_j01,,,80.1,-21.76,499,green,220717_062635_047_j01,2022-07-17 06:26:00,20220717
13727,,,,220717_062635_048_j01,,,80.45,-23.39,376,yellow,220717_062635_048_j01,2022-07-17 06:26:00,20220717
13728,,,,220717_062635_049_j01,,,80.8,-25.18,509,green,220717_062635_049_j01,2022-07-17 06:26:00,20220717
13729,,,,220717_062635_050_j01,,,81.15,-27.17,640,green,220717_062635_050_j01,2022-07-17 06:26:00,20220717
13730,,,,220717_062635_051_j01,,,81.5,-29.4,573,green,220717_062635_051_j01,2022-07-17 06:26:00,20220717
13731,,,,220717_062636_052_j01,,,81.85,-31.94,365,green,220717_062636_052_j01,2022-07-17 06:26:00,20220717
13732,,,,220717_062636_053_j01,,,82.21,-34.88,601,green,220717_062636_053_j01,2022-07-17 06:26:00,20220717
13733,,,,220717_062636_054_j01,,,82.57,-38.32,157,green,220717_062636_054_j01,2022-07-17 06:26:00,20220717
13734,,,,220717_062636_055_j01,,,82.93,-42.42,54,green,220717_062636_055_j01,2022-07-17 06:26:00,20220717
13735,,,,220717_062636_056_j01,,,83.27,-47.4,14,green,220717_062636_056_j01,2022-07-17 06:26:00,20220717
13736,,,,220717_062637_057_j01,,,83.6,-53.54,0,green,220717_062637_057_j01,2022-07-17 06:26:00,20220717
13737,,,,220717_062637_058_j01,,,83.87,-61.2,0,green,220717_062637_058_j01,2022-07-17 06:26:00,20220717
13738,,,,220717_062637_059_j01,,,84.04,-70.79,0,green,220717_062637_059_j01,2022-07-17 06:26:00,20220717
13739,,,,220717_062637_060_j01,,,84.02,-82.66,0,green,220717_062637_060_j01,2022-07-17 06:26:00,20220717
13740,,,,220717_062639_061_j01,,,71.0,-4.32,0,yellow,220717_062639_061_j01,2022-07-17 06:26:00,20220717
13741,,,,220717_062640_062_j01,,,72.15,-5.64,0,yellow,220717_062640_062_j01,2022-07-17 06:26:00,20220717
13742,,,,220717_062640_063_j01,,,73.09,-6.89,0,yellow,220717_062640_063_j01,2022-07-17 06:26:00,20220717
13743,,,,220717_062640_064_j01,,,73.9,-8.07,0,yellow,220717_062640_064_j01,2022-07-17 06:26:00,20220717
13744,,,,220717_062640_065_j01,,,74.6,-9.22,0,yellow,220717_062640_065_j01,2022-07-17 06:26:00,20220717
13745,,,,220717_062640_066_j01,,,75.23,-10.35,0,yellow,220717_062640_066_j01,2022-07-17 06:26:00,20220717
13746,,,,220717_062641_067_j01,,,75.79,-11.45,0,yellow,220717_062641_067_j01,2022-07-17 06:26:00,20220717
13747,,,,220717_062641_068_j01,,,76.3,-12.56,0,yellow,220717_062641_068_j01,2022-07-17 06:26:00,20220717
13748,,,,220717_062641_069_j01,,,76.77,-13.67,0,yellow,220717_062641_069_j01,2022-07-17 06:26:00,20220717
13749,,,,220717_062641_070_j01,,,77.21,-14.8,0,yellow,220717_062641_070_j01,2022-07-17 06:26:00,20220717
13750,,,,220717_062641_071_j01,,,77.63,-15.95,0,yellow,220717_062641_071_j01,2022-07-17 06:26:00,20220717
13751,,,,220717_062642_072_j01,,,78.03,-17.13,0,yellow,220717_062642_072_j01,2022-07-17 06:26:00,20220717
13752,,,,220717_062642_073_j01,,,78.4,-18.35,6,yellow,220717_062642_073_j01,2022-07-17 06:26:00,20220717
13753,,,,220717_062642_074_j01,,,78.77,-19.63,1,yellow,220717_062642_074_j01,2022-07-17 06:26:00,20220717
13754,,,,220717_062642_075_j01,,,79.13,-20.98,289,yellow,220717_062642_075_j01,2022-07-17 06:26:00,20220717
13755,,,,220717_062642_076_j01,,,79.47,-22.41,645,green,220717_062642_076_j01,2022-07-17 06:26:00,20220717
13756,,,,220717_062643_077_j01,,,79.82,-23.95,584,yellow,220717_062643_077_j01,2022-07-17 06:26:00,20220717
13757,,,,220717_062643_078_j01,,,80.16,-25.61,496,yellow,220717_062643_078_j01,2022-07-17 06:26:00,20220717
13758,,,,220717_062643_079_j01,,,80.49,-27.42,721,green,220717_062643_079_j01,2022-07-17 06:26:00,20220717
13759,,,,220717_062643_080_j01,,,80.83,-29.42,848,green,220717_062643_080_j01,2022-07-17 06:26:00,20220717
13760,,,,220717_062643_081_j01,,,81.17,-31.66,650,green,220717_062643_081_j01,2022-07-17 06:26:00,20220717
13761,,,,220717_062644_082_j01,,,81.51,-34.19,711,green,220717_062644_082_j01,2022-07-17 06:26:00,20220717
13762,,,,220717_062644_083_j01,,,81.85,-37.09,945,green,220717_062644_083_j01,2022-07-17 06:26:00,20220717
13763,,,,220717_062644_084_j01,,,82.19,-40.47,505,green,220717_062644_084_j01,2022-07-17 06:26:00,20220717
13764,,,,220717_062644_085_j01,,,82.53,-44.45,76,green,220717_062644_085_j01,2022-07-17 06:26:00,20220717
13765,,,,220717_062644_086_j01,,,82.86,-49.24,9,green,220717_062644_086_j01,2022-07-17 06:26:00,20220717
13766,,,,220717_062645_087_j01,,,83.16,-55.08,0,green,220717_062645_087_j01,2022-07-17 06:26:00,20220717
13767,,,,220717_062645_088_j01,,,83.42,-62.29,0,green,220717_062645_088_j01,2022-07-17 06:26:00,20220717
13768,,,,220717_062645_089_j01,,,83.57,-71.22,0,green,220717_062645_089_j01,2022-07-17 06:26:00,20220717
13769,,,,220717_062645_090_j01,,,83.55,-82.23,0,green,220717_062645_090_j01,2022-07-17 06:26:00,20220717
13770,,,,220717_062647_091_j01,,,70.85,-5.69,0,yellow,220717_062647_091_j01,2022-07-17 06:26:00,20220717
13771,,,,220717_062648_092_j01,,,71.98,-7.09,0,yellow,220717_062648_092_j01,2022-07-17 06:26:00,20220717
13772,,,,220717_062648_093_j01,,,72.92,-8.4,0,yellow,220717_062648_093_j01,2022-07-17 06:26:00,20220717
13773,,,,220717_062648_094_j01,,,73.72,-9.65,0,yellow,220717_062648_094_j01,2022-07-17 06:26:00,20220717
13774,,,,220717_062648_095_j01,,,74.41,-10.85,0,yellow,220717_062648_095_j01,2022-07-17 06:26:00,20220717
13775,,,,220717_062648_096_j01,,,75.02,-12.03,0,yellow,220717_062648_096_j01,2022-07-17 06:26:00,20220717
13776,,,,220717_062649_097_j01,,,75.58,-13.19,0,red,220717_062649_097_j01,2022-07-17 06:26:00,20220717
13777,,,,220717_062649_098_j01,,,76.08,-14.34,0,yellow,220717_062649_098_j01,2022-07-17 06:26:00,20220717
13778,,,,220717_062649_099_j01,,,76.55,-15.49,0,yellow,220717_062649_099_j01,2022-07-17 06:26:00,20220717
13779,,,,220717_062649_100_j01,,,76.98,-16.66,0,yellow,220717_062649_100_j01,2022-07-17 06:26:00,20220717
13780,,,,220717_062649_101_j01,,,77.39,-17.85,0,yellow,220717_062649_101_j01,2022-07-17 06:26:00,20220717
13781,,,,220717_062650_102_j01,,,77.77,-19.06,65,yellow,220717_062650_102_j01,2022-07-17 06:26:00,20220717
13782,,,,220717_062650_103_j01,,,78.14,-20.32,14,red,220717_062650_103_j01,2022-07-17 06:26:00,20220717
13783,,,,220717_062650_104_j01,,,78.5,-21.63,254,yellow,220717_062650_104_j01,2022-07-17 06:26:00,20220717
13784,,,,220717_062650_105_j01,,,78.85,-23.01,1034,yellow,220717_062650_105_j01,2022-07-17 06:26:00,20220717
13785,,,,220717_062650_106_j01,,,79.19,-24.47,1076,yellow,220717_062650_106_j01,2022-07-17 06:26:00,20220717
13786,,,,220717_062651_107_j01,,,79.52,-26.02,890,yellow,220717_062651_107_j01,2022-07-17 06:26:00,20220717
13787,,,,220717_062651_108_j01,,,79.85,-27.7,755,green,220717_062651_108_j01,2022-07-17 06:26:00,20220717
13788,,,,220717_062651_109_j01,,,80.18,-29.53,804,green,220717_062651_109_j01,2022-07-17 06:26:00,20220717
13789,,,,220717_062651_110_j01,,,80.5,-31.53,906,yellow,220717_062651_110_j01,2022-07-17 06:26:00,20220717
13790,,,,220717_062651_111_j01,,,80.83,-33.76,1036,green,220717_062651_111_j01,2022-07-17 06:26:00,20220717
13791,,,,220717_062652_112_j01,,,81.15,-36.27,1282,yellow,220717_062652_112_j01,2022-07-17 06:26:00,20220717
13792,,,,220717_062652_113_j01,,,81.48,-39.12,1342,green,220717_062652_113_j01,2022-07-17 06:26:00,20220717
13793,,,,220717_062652_114_j01,,,81.81,-42.42,686,green,220717_062652_114_j01,2022-07-17 06:26:00,20220717
13794,,,,220717_062652_115_j01,,,82.13,-46.29,121,green,220717_062652_115_j01,2022-07-17 06:26:00,20220717
13795,,,,220717_062652_116_j01,,,82.44,-50.89,13,green,220717_062652_116_j01,2022-07-17 06:26:00,20220717
13796,,,,220717_062653_117_j01,,,82.72,-56.45,0,green,220717_062653_117_j01,2022-07-17 06:26:00,20220717
13797,,,,220717_062653_118_j01,,,82.96,-63.25,19,green,220717_062653_118_j01,2022-07-17 06:26:00,20220717
13798,,,,220717_062653_119_j01,,,83.11,-71.6,126,green,220717_062653_119_j01,2022-07-17 06:26:00,20220717
13799,,,,220717_062653_120_j01,,,83.09,-81.88,16,green,220717_062653_120_j01,2022-07-17 06:26:00,20220717
13800,,,,220717_062655_001_j01,,,70.68,-7.04,0,yellow,220717_062655_001_j01,2022-07-17 06:26:00,20220717
13801,,,,220717_062656_002_j01,,,71.81,-8.51,0,yellow,220717_062656_002_j01,2022-07-17 06:26:00,20220717
13802,,,,220717_062656_003_j01,,,72.73,-9.89,0,yellow,220717_062656_003_j01,2022-07-17 06:26:00,20220717
13803,,,,220717_062656_004_j01,,,73.52,-11.19,0,yellow,220717_062656_004_j01,2022-07-17 06:26:00,20220717
13804,,,,220717_062656_005_j01,,,74.2,-12.44,0,yellow,220717_062656_005_j01,2022-07-17 06:26:00,20220717
13805,,,,220717_062656_006_j01,,,74.81,-13.67,0,yellow,220717_062656_006_j01,2022-07-17 06:26:00,20220717
13806,,,,220717_062657_007_j01,,,75.35,-14.87,0,yellow,220717_062657_007_j01,2022-07-17 06:26:00,20220717
13807,,,,220717_062657_008_j01,,,75.85,-16.06,0,yellow,220717_062657_008_j01,2022-07-17 06:26:00,20220717
13808,,,,220717_062657_009_j01,,,76.31,-17.25,0,yellow,220717_062657_009_j01,2022-07-17 06:26:00,20220717
13809,,,,220717_062657_010_j01,,,76.73,-18.45,15,yellow,220717_062657_010_j01,2022-07-17 06:26:00,20220717
13810,,,,220717_062657_011_j01,,,77.13,-19.67,162,yellow,220717_062657_011_j01,2022-07-17 06:26:00,20220717
13811,,,,220717_062658_012_j01,,,77.51,-20.92,140,yellow,220717_062658_012_j01,2022-07-17 06:26:00,20220717
13812,,,,220717_062658_013_j01,,,77.87,-22.2,160,red,220717_062658_013_j01,2022-07-17 06:26:00,20220717
13813,,,,220717_062658_014_j01,,,78.22,-23.54,988,yellow,220717_062658_014_j01,2022-07-17 06:26:00,20220717
13814,,,,220717_062658_015_j01,,,78.56,-24.94,1305,yellow,220717_062658_015_j01,2022-07-17 06:26:00,20220717
13815,,,,220717_062658_016_j01,,,78.89,-26.41,1380,green,220717_062658_016_j01,2022-07-17 06:26:00,20220717
13816,,,,220717_062659_017_j01,,,79.21,-27.98,1327,green,220717_062659_017_j01,2022-07-17 06:26:00,20220717
13817,,,,220717_062659_018_j01,,,79.53,-29.67,1135,green,220717_062659_018_j01,2022-07-17 06:26:00,20220717
13818,,,,220717_062659_019_j01,,,79.85,-31.5,1010,yellow,220717_062659_019_j01,2022-07-17 06:26:00,20220717
13819,,,,220717_062659_020_j01,,,80.16,-33.5,1089,yellow,220717_062659_020_j01,2022-07-17 06:26:00,20220717
13820,,,,220717_062659_021_j01,,,80.47,-35.71,1334,green,220717_062659_021_j01,2022-07-17 06:26:00,20220717
13821,,,,220717_062700_022_j01,,,80.79,-38.18,1683,yellow,220717_062700_022_j01,2022-07-17 06:27:00,20220717
13822,,,,220717_062700_023_j01,,,81.1,-40.99,1432,yellow,220717_062700_023_j01,2022-07-17 06:27:00,20220717
13823,,,,220717_062700_024_j01,,,81.41,-44.2,661,green,220717_062700_024_j01,2022-07-17 06:27:00,20220717
13824,,,,220717_062700_025_j01,,,81.72,-47.95,479,green,220717_062700_025_j01,2022-07-17 06:27:00,20220717
13825,,,,220717_062700_026_j01,,,82.01,-52.37,146,green,220717_062700_026_j01,2022-07-17 06:27:00,20220717
13826,,,,220717_062701_027_j01,,,82.28,-57.67,113,green,220717_062701_027_j01,2022-07-17 06:27:00,20220717
13827,,,,220717_062701_028_j01,,,82.51,-64.1,359,green,220717_062701_028_j01,2022-07-17 06:27:00,20220717
13828,,,,220717_062701_029_j01,,,82.64,-71.94,656,green,220717_062701_029_j01,2022-07-17 06:27:00,20220717
13829,,,,220717_062701_030_j01,,,82.63,-81.57,272,green,220717_062701_030_j01,2022-07-17 06:27:00,20220717
13830,,,,220717_062703_031_j01,,,70.5,-8.37,0,yellow,220717_062703_031_j01,2022-07-17 06:27:00,20220717
13831,,,,220717_062704_032_j01,,,71.62,-9.91,0,green,220717_062704_032_j01,2022-07-17 06:27:00,20220717
13832,,,,220717_062704_033_j01,,,72.53,-11.34,0,yellow,220717_062704_033_j01,2022-07-17 06:27:00,20220717
13833,,,,220717_062704_034_j01,,,73.31,-12.69,0,yellow,220717_062704_034_j01,2022-07-17 06:27:00,20220717
13834,,,,220717_062704_035_j01,,,73.99,-14.0,0,yellow,220717_062704_035_j01,2022-07-17 06:27:00,20220717
13835,,,,220717_062704_036_j01,,,74.58,-15.26,0,yellow,220717_062704_036_j01,2022-07-17 06:27:00,20220717
13836,,,,220717_062705_037_j01,,,75.12,-16.5,0,yellow,220717_062705_037_j01,2022-07-17 06:27:00,20220717
13837,,,,220717_062705_038_j01,,,75.61,-17.73,0,yellow,220717_062705_038_j01,2022-07-17 06:27:00,20220717
13838,,,,220717_062705_039_j01,,,76.05,-18.95,16,yellow,220717_062705_039_j01,2022-07-17 06:27:00,20220717
13839,,,,220717_062705_040_j01,,,76.47,-20.18,14,yellow,220717_062705_040_j01,2022-07-17 06:27:00,20220717
13840,,,,220717_062705_041_j01,,,76.86,-21.43,109,yellow,220717_062705_041_j01,2022-07-17 06:27:00,20220717
13841,,,,220717_062706_042_j01,,,77.23,-22.7,272,green,220717_062706_042_j01,2022-07-17 06:27:00,20220717
13842,,,,220717_062706_043_j01,,,77.59,-24.0,752,green,220717_062706_043_j01,2022-07-17 06:27:00,20220717
13843,,,,220717_062706_044_j01,,,77.93,-25.36,1166,yellow,220717_062706_044_j01,2022-07-17 06:27:00,20220717
13844,,,,220717_062706_045_j01,,,78.26,-26.77,1426,green,220717_062706_045_j01,2022-07-17 06:27:00,20220717
13845,,,,220717_062706_046_j01,,,78.58,-28.26,1602,green,220717_062706_046_j01,2022-07-17 06:27:00,20220717
13846,,,,220717_062707_047_j01,,,78.89,-29.84,1741,green,220717_062707_047_j01,2022-07-17 06:27:00,20220717
13847,,,,220717_062707_048_j01,,,79.2,-31.52,1768,green,220717_062707_048_j01,2022-07-17 06:27:00,20220717
13848,,,,220717_062707_049_j01,,,79.51,-33.35,1826,green,220717_062707_049_j01,2022-07-17 06:27:00,20220717
13849,,,,220717_062707_050_j01,,,79.81,-35.33,1833,green,220717_062707_050_j01,2022-07-17 06:27:00,20220717
13850,,,,220717_062707_051_j01,,,80.11,-37.52,1701,yellow,220717_062707_051_j01,2022-07-17 06:27:00,20220717
13851,,,,220717_062708_052_j01,,,80.41,-39.96,1773,yellow,220717_062708_052_j01,2022-07-17 06:27:00,20220717
13852,,,,220717_062708_053_j01,,,80.71,-42.7,1462,yellow,220717_062708_053_j01,2022-07-17 06:27:00,20220717
13853,,,,220717_062708_054_j01,,,81.01,-45.84,909,green,220717_062708_054_j01,2022-07-17 06:27:00,20220717
13854,,,,220717_062708_055_j01,,,81.3,-49.46,727,green,220717_062708_055_j01,2022-07-17 06:27:00,20220717
13855,,,,220717_062708_056_j01,,,81.58,-53.71,373,green,220717_062708_056_j01,2022-07-17 06:27:00,20220717
13856,,,,220717_062709_057_j01,,,81.84,-58.77,177,green,220717_062709_057_j01,2022-07-17 06:27:00,20220717
13857,,,,220717_062709_058_j01,,,82.05,-64.85,414,green,220717_062709_058_j01,2022-07-17 06:27:00,20220717
13858,,,,220717_062709_059_j01,,,82.18,-72.25,1083,green,220717_062709_059_j01,2022-07-17 06:27:00,20220717
13859,,,,220717_062709_060_j01,,,82.16,-81.31,640,green,220717_062709_060_j01,2022-07-17 06:27:00,20220717
13860,,,,220717_062711_061_j01,,,70.32,-9.67,0,yellow,220717_062711_061_j01,2022-07-17 06:27:00,20220717
13861,,,,220717_062712_062_j01,,,71.42,-11.28,0,yellow,220717_062712_062_j01,2022-07-17 06:27:00,20220717
13862,,,,220717_062712_063_j01,,,72.33,-12.76,0,yellow,220717_062712_063_j01,2022-07-17 06:27:00,20220717
13863,,,,220717_062712_064_j01,,,73.09,-14.16,0,yellow,220717_062712_064_j01,2022-07-17 06:27:00,20220717
13864,,,,220717_062712_065_j01,,,73.76,-15.51,0,yellow,220717_062712_065_j01,2022-07-17 06:27:00,20220717
13865,,,,220717_062712_066_j01,,,74.35,-16.81,0,red,220717_062712_066_j01,2022-07-17 06:27:00,20220717
13866,,,,220717_062713_067_j01,,,74.87,-18.08,5,yellow,220717_062713_067_j01,2022-07-17 06:27:00,20220717
13867,,,,220717_062713_068_j01,,,75.35,-19.34,58,red,220717_062713_068_j01,2022-07-17 06:27:00,20220717
13868,,,,220717_062713_069_j01,,,75.79,-20.59,471,yellow,220717_062713_069_j01,2022-07-17 06:27:00,20220717
13869,,,,220717_062713_070_j01,,,76.2,-21.84,134,yellow,220717_062713_070_j01,2022-07-17 06:27:00,20220717
13870,,,,220717_062713_071_j01,,,76.58,-23.11,280,green,220717_062713_071_j01,2022-07-17 06:27:00,20220717
13871,,,,220717_062714_072_j01,,,76.95,-24.4,1013,yellow,220717_062714_072_j01,2022-07-17 06:27:00,20220717
13872,,,,220717_062714_073_j01,,,77.29,-25.73,1561,yellow,220717_062714_073_j01,2022-07-17 06:27:00,20220717
13873,,,,220717_062714_074_j01,,,77.62,-27.09,1557,yellow,220717_062714_074_j01,2022-07-17 06:27:00,20220717
13874,,,,220717_062714_075_j01,,,77.94,-28.52,1621,green,220717_062714_075_j01,2022-07-17 06:27:00,20220717
13875,,,,220717_062714_076_j01,,,78.26,-30.01,1698,green,220717_062714_076_j01,2022-07-17 06:27:00,20220717
13876,,,,220717_062715_077_j01,,,78.56,-31.59,1872,green,220717_062715_077_j01,2022-07-17 06:27:00,20220717
13877,,,,220717_062715_078_j01,,,78.86,-33.27,2008,green,220717_062715_078_j01,2022-07-17 06:27:00,20220717
13878,,,,220717_062715_079_j01,,,79.16,-35.08,2076,green,220717_062715_079_j01,2022-07-17 06:27:00,20220717
13879,,,,220717_062715_080_j01,,,79.45,-37.05,2120,green,220717_062715_080_j01,2022-07-17 06:27:00,20220717
13880,,,,220717_062715_081_j01,,,79.74,-39.21,2065,green,220717_062715_081_j01,2022-07-17 06:27:00,20220717
13881,,,,220717_062716_082_j01,,,80.03,-41.6,2085,green,220717_062716_082_j01,2022-07-17 06:27:00,20220717
13882,,,,220717_062716_083_j01,,,80.32,-44.29,1648,green,220717_062716_083_j01,2022-07-17 06:27:00,20220717
13883,,,,220717_062716_084_j01,,,80.6,-47.33,1261,yellow,220717_062716_084_j01,2022-07-17 06:27:00,20220717
13884,,,,220717_062716_085_j01,,,80.88,-50.83,1043,green,220717_062716_085_j01,2022-07-17 06:27:00,20220717
13885,,,,220717_062716_086_j01,,,81.15,-54.92,604,green,220717_062716_086_j01,2022-07-17 06:27:00,20220717
13886,,,,220717_062717_087_j01,,,81.39,-59.75,276,green,220717_062717_087_j01,2022-07-17 06:27:00,20220717
13887,,,,220717_062717_088_j01,,,81.59,-65.54,255,green,220717_062717_088_j01,2022-07-17 06:27:00,20220717
13888,,,,220717_062717_089_j01,,,81.71,-72.53,765,green,220717_062717_089_j01,2022-07-17 06:27:00,20220717
13889,,,,220717_062717_090_j01,,,81.7,-81.09,940,green,220717_062717_090_j01,2022-07-17 06:27:00,20220717
13890,,,,220717_062719_091_j01,,,70.12,-10.96,0,yellow,220717_062719_091_j01,2022-07-17 06:27:00,20220717
13891,,,,220717_062720_092_j01,,,71.21,-12.62,0,yellow,220717_062720_092_j01,2022-07-17 06:27:00,20220717
13892,,,,220717_062720_093_j01,,,72.11,-14.15,0,green,220717_062720_093_j01,2022-07-17 06:27:00,20220717
13893,,,,220717_062720_094_j01,,,72.86,-15.59,0,yellow,220717_062720_094_j01,2022-07-17 06:27:00,20220717
13894,,,,220717_062720_095_j01,,,73.52,-16.98,0,yellow,220717_062720_095_j01,2022-07-17 06:27:00,20220717
13895,,,,220717_062720_096_j01,,,74.1,-18.31,1,yellow,220717_062720_096_j01,2022-07-17 06:27:00,20220717
13896,,,,220717_062721_097_j01,,,74.62,-19.62,159,yellow,220717_062721_097_j01,2022-07-17 06:27:00,20220717
13897,,,,220717_062721_098_j01,,,75.09,-20.9,423,yellow,220717_062721_098_j01,2022-07-17 06:27:00,20220717
13898,,,,220717_062721_099_j01,,,75.52,-22.17,766,yellow,220717_062721_099_j01,2022-07-17 06:27:00,20220717
13899,,,,220717_062721_100_j01,,,75.92,-23.45,923,yellow,220717_062721_100_j01,2022-07-17 06:27:00,20220717
13900,,,,220717_062721_101_j01,,,76.3,-24.73,1411,yellow,220717_062721_101_j01,2022-07-17 06:27:00,20220717
13901,,,,220717_062722_102_j01,,,76.65,-26.04,1957,green,220717_062722_102_j01,2022-07-17 06:27:00,20220717
13902,,,,220717_062722_103_j01,,,76.99,-27.37,1905,green,220717_062722_103_j01,2022-07-17 06:27:00,20220717
13903,,,,220717_062722_104_j01,,,77.31,-28.74,1882,green,220717_062722_104_j01,2022-07-17 06:27:00,20220717
13904,,,,220717_062722_105_j01,,,77.62,-30.17,1879,green,220717_062722_105_j01,2022-07-17 06:27:00,20220717
13905,,,,220717_062722_106_j01,,,77.92,-31.67,1894,green,220717_062722_106_j01,2022-07-17 06:27:00,20220717
13906,,,,220717_062723_107_j01,,,78.22,-33.24,1989,green,220717_062723_107_j01,2022-07-17 06:27:00,20220717
